Date,Location,Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L),ORP,Initials,Notes
2023-10-09,Raceway 2,0,0.06,1.76,2.36,NA,115,0.63,0.046,0.01,NA,CS,"Q: Nitrate MR-> 1.26, Nitrate HR->1.6, Ammonia-> ---  Live Rock: Ammonia-> ---"
2023-10-13,Ocean,0,0,1.43,2.27,NA,NA,NA,NA,NA,NA,NA,NA
2023-10-13,Mangroves,17,0.4,1,1,NA,99,0.18,0.027,NA,NA,NA,NA
2023-10-13,Raceway 2,0,0.01,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA
2023-10-16,Raceway 2,0,0.03,1.43,1.73,NA,113,NA,NA,0,NA,CS,"Q: Nitrate MR- 1.8, Nitrate HR- 2.0, Ammonia- 0.03   Live Rock: Ammonia- 0.01"
2023-10-20,Ocean,0,0.04,1.8,0.83,8.15,126,0.57,0.056,NA,NA,"DS, CS",NA
2023-10-20,Mangroves,23,0.53,1.07,1,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-10-20,Raceway 2,0,0.06,1.57,0.17,7.97,117,0.17,0.068,NA,NA,"DS, CS",NA
2023-10-23,Raceway 2,0,0,1.4,2,NA,130,NA,NA,0.01,NA,"DS, CS","Q: Nitrate MR- 1.4, Nitrate HR- 1.2, Ammonia- ---     Live Rock: Ammonia- 0.00"
2023-10-27,Ocean,0,0.06,1.43,1.8,8.07,117,0.66,0.021,NA,NA,DS,NA
2023-10-27,Mangroves,9,0.43,1.76,2.53,NA,NA,NA,NA,NA,NA,DS,NA
2023-10-27,Raceway 2,0,0,2.06,4.9,7.9,94,0.24,0.036,NA,NA,DS,NA
2023-10-30,Raceway 2,0,0,1.5,2.1,NA,101,NA,NA,0.03,NA,"DS, CS","Q: Nitrate MR- 1.6, Nitrate HR- 2.33, Ammonia- 0.02     Live Rock: Ammonia- 0.00"
2023-11-03,Ocean,0,0.13,1.5,2.83,8.11,124,0.66,0.059,NA,NA,"DS, CS",NA
2023-11-03,Mangroves,14,0.39,1.63,1.49,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-11-03,Raceway 1,0,0.02,1.96,0.3,7.98,106,0.16,0.136,NA,NA,"DS, CS",NA
2023-11-03,Raceway 2,0,0.03,1.23,1.2,7.95,94,0.14,0.076,NA,NA,"DS, CS",NA
2023-11-06,Raceway 1,0,0.12,1.46,1.56,NA,78,NA,NA,0,NA,"DS, CS","Q: Nitrate MR- 1.56, Nitrate HR- 1.73, Ammonia- 0.02   Live Rock: Ammonia- 0.00"
2023-11-06,Raceway 2,0,0.06,1.5,2.1,NA,103,NA,NA,0,NA,"DS, CS",NA
2023-11-06,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,"DS, CS",NA
2023-11-09,Ocean,0,0.14,1.36,2.66,8.09,132,0.43,0.089,NA,NA,DS,NA
2023-11-09,Mangroves,14,0.5,1.26,3.4,NA,NA,NA,NA,NA,NA,DS,NA
2023-11-09,Raceway 1,0,0,1.3,1.56,7.92,88,0.35,0.014,NA,NA,DS,NA
2023-11-09,Raceway 2,0,0.04,2.3,0.86,7.85,97,0.34,0.009,NA,NA,DS,NA
2023-11-13,Raceway 1,0,0.07,1.73,2.53,NA,106.5,NA,NA,0.01,NA,"CS, DS","Q: Nitrate MR- 1.5, Nitrate HR- 0.76, Ammonia- 0.00"
2023-11-13,Raceway 2,0,0.03,1.56,2.26,NA,106.5,NA,NA,0,NA,"CS, DS",NA
2023-11-17,Ocean,0,0.09,1.5,2.5,8.12,127,0.78,0.018,NA,NA,"CS, LC",NA
2023-11-17,Mangroves,12,0.4,1.5,1.4,NA,NA,NA,NA,NA,NA,"CS, LC",NA
2023-11-17,Raceway 1,0,0.07,1.5,2.2,7.76,115,0.26,0.032,NA,NA,"CS, LC",NA
2023-11-17,Raceway 2,0,0.03,2.2,3.5,7.75,105,0.45,0.008,NA,NA,"CS, LC",NA
2023-11-27,Raceway 1,0,0.03,1.33,1.86,NA,95.5,NA,NA,0.01,NA,"CS, DS","Q: Nitrate MR- 1.46, Nitrate HR- 2.36, Ammonia- 0.00"
2023-11-27,Raceway 2,0,0.06,1.3,1.8,NA,100,NA,NA,0.01,NA,"CS, DS",NA
2023-12-01,Ocean,0,0.04,1.13,1.33,8.01,143,0.87,0.021,NA,NA,"DS, CS",NA
2023-12-01,Mangroves,8,0.44,0.96,1.6,NA,NA,NA,NA,NA,NA,"DS, CS",NA
2023-12-01,Raceway 1,0,0.04,1.1,1.5,7.89,82,0.27,0.013,NA,NA,"DS, CS",NA
2023-12-01,Raceway 2,0,0.04,1.5,1.7,7.94,113,0.23,0.012,NA,NA,"DS, CS",NA
2023-12-04,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,"DS, CS","Q: Nitrate MR- 1.3, Nitrate HR- 1.76, Ammonia- 0.00"
2023-12-04,Raceway 1,0,0.02,0.9,0.93,NA,81.5,NA,NA,0,NA,"DS,CS",NA
2023-12-04,Raceway 2,0,0,1,1.4,NA,94,NA,NA,0,NA,"DS, CS",NA
2023-12-08,Ocean,0,0.04,0.9,0.23,8.04,129,0.77,0.021,NA,NA,"DS, RG",NA
2023-12-08,Mangroves,14,0.43,0,0,NA,NA,NA,NA,NA,NA,"DS, RG",NA
2023-12-08,Raceway 1,0,0.02,0.46,1.4,7.89,91,0.43,0.06,NA,NA,"DS, RG",NA
2023-12-08,Raceway 2,0,0,1.13,3.8,7.97,111,0.34,0.014,NA,NA,"DS, RG",NA
2023-12-11,Raceway 1,0,0.02,1.2,1.86,NA,89,NA,NA,0.01,NA,CS,"Q: Nitrate MR- 1.03, Nitrate HR- 1.5, Ammonia- 0.00"
2023-12-11,Raceway 2,0,0.04,1.1,1.7,NA,108,NA,NA,0.01,NA,CS,NA
2023-12-15,Ocean,0,0,1.1,1.7,NA,121,0.92,0.009,NA,NA,"RG, SK",NA
2023-12-15,Mangroves,10,0.83,1.1,1.3,NA,NA,NA,NA,NA,NA,"RG, SK",NA
2023-12-15,Raceway 1,0,0.08,1.2,2,NA,103,0.37,0.003,NA,NA,"RG, SK",NA
2023-12-15,Raceway 2,0,0.04,1.3,2.2,NA,107,0.15,0.015,NA,NA,"RG, SK",NA
2023-12-18,Raceway 1,0,0.4,1.53,2.17,NA,104,NA,NA,0.01,NA,DS,"Q: Nitrate MR - 1.06, Nitrate HR- 8.43, Ammonia - 0.00"
2023-12-18,Raceway 2,0,0.03,1.1,0.3,NA,110,NA,NA,0,NA,DS,NA
2023-12-22,Ocean,0,0.26,0.7,1.1,8.08,123,0.96,0.057,NA,NA,DS,NA
2023-12-22,Mangroves,16,0.41,1.4,1,NA,NA,NA,NA,NA,NA,DS,NA
2023-12-22,Raceway 1,0,0.01,1,0.8,8.05,89,0.6,0.022,NA,NA,DS,NA
2023-12-22,Raceway 2,0,0,1,1.7,7.98,98,0.46,0.031,NA,NA,DS,NA
2023-12-29,Ocean,0,0.04,1.1,1.2,7.62,127,1.16,NA,NA,NA,RG,No Iron - Black Widow blocking acid cabinet where iron reagents stored
2023-12-29,Mangroves,15,0.23,1,1,NA,NA,NA,NA,NA,NA,RG,NA
2023-12-29,Raceway 1,0,0.01,1,1,8.27,100,0.24,NA,NA,NA,RG,No Iron - Black Widow blocking acid cabinet where iron reagents stored
2023-12-29,Raceway 2,0,0,1,1.7,8.17,99,0.25,NA,NA,NA,RG,No Iron - Black Widow blocking acid cabinet where iron reagents stored
2024-01-05,Ocean,0,0.08,0.8,1.3,8.04,125,1.6,0.029,NA,NA,"LC, RG",NA
2024-01-05,Mangroves,13,0.55,1.1,1.5,NA,NA,NA,NA,NA,NA,"LC, RG",NA
2024-01-05,Raceway 1,0,0,1,1,8,107,0.29,0.02,NA,NA,"LC, RG",NA
2024-01-05,Raceway 2,0,0.01,1.3,1.6,8.03,104,0.28,0.023,NA,NA,"LC, RG",NA
2024-01-08,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ammonia: 0.00
2024-01-08,Raceway 1,0,0.1,0.53,1.9,NA,98,NA,NA,0,NA,DS,Calcium: 370
2024-01-08,Raceway 2,0,0.16,1.16,1.83,NA,94,NA,NA,0.02,NA,DS,Calcium: 421
2024-01-12,Ocean,0,0.05,0.96,1.16,8.14,129,1.16,0.012,NA,NA,"CS, DS, LC, SJE",NA
2024-01-12,Mangroves,13,0.83,0.6,0,NA,NA,NA,NA,NA,NA,"CS, DS, LC, SJE",NA
2024-01-12,Raceway 1,0,0.1,1.23,2,8.06,118,0.27,0.036,NA,NA,"CS; DS, LC, SJE",NA
2024-01-12,Raceway 2,0,0.01,1.46,3.03,8.01,108,0.27,0.076,NA,NA,"CS, DS, LC, SJE",NA
2024-01-19,Ocean,0,0.03,1.1,1.43,8.14,124,1.02,0.024,NA,NA,"CS, DS",NA
2024-01-19,Mangroves,14,0.4,0.93,0.6,NA,NA,NA,NA,NA,NA,"CS, DS",NA
2024-01-19,Raceway 1,0,0.03,1.16,1.5,8.1,107,0.31,0.03,NA,NA,"CS, DS",NA
2024-01-19,Raceway 2,0,0.04,1.36,1.93,8.02,102.5,0.2,0.036,NA,NA,"CS, DS",NA
2024-01-22,Raceway 1,0,0.01,1.2,1.5,NA,131,NA,NA,0,NA,CS,"Calcium: 343    Q: Nitrate MR- 1.06, Nitrate HR- 1.26, Ammonia- 0.00"
2024-01-22,Raceway 2,0,0,1,1.6,NA,113,NA,NA,0,NA,CS,Calcium: 330
2024-01-26,Ocean,0,0.11,0.6,1.3,8.16,128,1.18,0.014,NA,NA,"CS,DS,SJE",NA
2024-01-26,Mangroves,24,0.35,1.1,0.2,NA,NA,NA,NA,NA,NA,"CS,DS,SJE",NA
2024-01-26,Raceway 1,0,0.14,1.3,0,8.04,114,0.32,0.005,NA,NA,"CS,DS,SJE",NA
2024-01-26,Raceway 2,0,0.07,0.6,0.13,8.04,103,0.01,0.059,NA,NA,"CS,DS,SJE",NA
2024-01-29,Raceway 1,0,0.02,1.2,1.7,NA,106.5,NA,NA,0,NA,"CS,DS,SJE",Calcium:361
2024-01-29,Raceway 2,0,0.03,1.3,1.9,NA,97,NA,NA,0.01,NA,"DS,CS,SJE",Calcium:363
2024-02-02,Ocean,0,0.1,1.23,1.4,8.01,132,1.1,0.065,NA,NA,"DS, CS, SJE",NA
2024-02-02,Mangroves,12,0.35,0.8,0.7,NA,NA,NA,NA,NA,NA,"DS, CS, SJE",NA
2024-02-02,Raceway 1,0,0.04,0.9,0,7.54,103,0.29,0.041,NA,NA,"CS, DS, SJE",NA
2024-02-02,Raceway 2,0,0,1.1,2.17,7.81,109,0.28,0.001,NA,NA,"CS, DS, SJE",NA
2024-02-05,Raceway 1,0,0.01,1.2,1.63,NA,91,NA,NA,0,NA,"CS, SJE",Calcium: 349
2024-02-05,Raceway 2,0,0,1.23,1.4,NA,101,NA,NA,0,NA,"CS, SJE",Calcium: 413
2024-02-09,Ocean,0,0.11,0.7,0.7,7.97,120,1.3,0.013,NA,NA,"SJE,CS",NA
2024-02-09,Mangroves,17,0.55,1.16,0.93,NA,NA,NA,NA,NA,NA,"SJE,CS",NA
2024-02-09,Raceway 1,0,0.06,0.73,1.2,8.04,105,0.24,0.028,NA,NA,"SJE,CS",NA
2024-02-09,Raceway 2,0,0.13,0.76,1.1,8.05,106,0.18,0.048,NA,NA,"SJE,CS",NA
2024-02-12,Raceway 1,0,0.01,0.9,1.4,NA,110,NA,NA,0,NA,"SJE, CS",Calcium: 330
2024-02-12,Raceway 2,0,0.04,1.3,2.1,NA,97,NA,NA,0,NA,"SJE, CS",Calcium: 357
2024-02-16,Ocean,0,0.04,0.86,1.3,8.35,105,0.93,0.041,NA,NA,"SJE, CS",NA
2024-02-16,Mangroves,19,0.48,1.2,1.43,NA,NA,NA,NA,NA,NA,"SJE, CS",NA
2024-02-16,Raceway 1,0,0.03,0.8,1.26,7.92,101,0.17,0.054,NA,NA,"SJE, CS",NA
2024-02-16,Raceway 2,0,0.02,0.8,1.56,8.08,103,0.34,0.013,NA,NA,"SJE,CS",NA
2024-02-19,Raceway 1,0,0.07,1.2,1.87,NA,98,NA,NA,0,NA,"SJE, CS",Calcium: 321
2024-02-19,Raceway 2,0,0.19,1.63,1.3,NA,104,NA,NA,0,NA,"SJE, CS",Calcium: 323
2024-02-23,Ocean,0,0.13,0.8,0.86,8.16,115,0.77,0.021,NA,NA,"CS, SJE",NA
2024-02-23,Mangroves,14,0.55,0.9,1.16,NA,NA,NA,NA,NA,NA,"CS, SJE",NA
2024-02-23,Raceway 1,0,0.04,0.5,0.36,7.92,98,0.31,0.062,NA,NA,"CS, SJE",NA
2024-02-23,Raceway 2,0,0,0.73,0.96,8.03,120,0.18,0.059,NA,NA,"CS, SJE",Calcium: 319
2024-02-26,Raceway 1,0,0.04,1.03,1.47,NA,97,NA,NA,NA,NA,"SJE, CS",Calcium: 340
2024-02-26,Raceway 2,0,0,1.1,1.6,NA,102,NA,NA,NA,NA,NA,NA
2024-03-01,Ocean,0,0.37,1.3,1.83,8.15,129,0.87,0.021,NA,NA,CS,NA
2024-03-01,Mangroves,15,0.47,1.2,0.66,NA,NA,NA,NA,NA,NA,CS,NA
2024-03-01,Raceway 1,0,0.03,0.96,1.53,7.97,93,0.32,0.019,NA,NA,CS,NA
2024-03-01,Raceway 2,0,0.09,1.3,1.26,8.02,111,0.12,0.016,NA,NA,NA,NA
2024-03-08,Ocean,0,0.01,0.9,1.1,8.11,122,1.07,0.024,NA,NA,"RG, LC",NA
2024-03-08,Mangroves,16,0.29,1,0.9,NA,NA,NA,NA,NA,NA,"RG, LC",NA
2024-03-08,Raceway 1,0,0.02,1,1,7.94,78,0.35,0.03,NA,NA,"RG, LC",NA
2024-03-08,Raceway 2,0,0.04,1,1.6,7.97,85,0.39,0.005,NA,NA,"RG, LC",NA
2024-03-11,Raceway 1,0,0.02,1.2,1.83,NA,72,NA,NA,0.01,NA,"CS, SJE",Calcium: 323
2024-03-11,Raceway 2,0,0.22,1.1,1.87,NA,98,NA,NA,0.01,NA,"CS, SJE",NA
2024-03-15,Ocean,0,0.07,0.8,1.27,7.91,129,0.79,0.055,NA,NA,"RG, SJE",NA
2024-03-15,Mangroves,5,0.42,1.17,1.47,NA,NA,NA,NA,NA,NA,"RG, SJE",NA
2024-03-15,Raceway 1,0,0.03,0.8,1.07,7.86,81,0.38,0.017,NA,NA,"RG, SJE",NA
2024-03-15,Raceway 2,0,0.04,1.17,1.5,7.83,115,0.3,0.026,NA,NA,"RG, SJE",NA
2024-03-18,Raceway 1,0,0.04,0.93,1.53,NA,80,NA,NA,0,NA,"SJE, CS",Calcium: 314
2024-03-18,Raceway 2,0,0.03,1.1,1.9,NA,99,NA,NA,0,NA,"SJE, CS",Calcium: 342
2024-03-22,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-03-22,Ocean,0,0.04,0.9,1.23,8.07,117,0.82,0.015,NA,NA,"CS, SJE",NA
2024-03-22,Mangroves,16,0.51,1,1.1,NA,NA,NA,NA,NA,NA,"CS, SJE",NA
2024-03-22,Raceway 1,0,0.06,1.06,1.43,7.97,101,0.39,0.069,NA,NA,"CS, SJE",NA
2024-03-22,Raceway 2,0,0.1,0.8,0.96,7.85,108,0.29,0.024,NA,NA,"CS, SJE",NA
2024-03-25,Raceway 1,0,0.03,1.13,1.83,NA,90,NA,NA,0,NA,"SJE, CS",Calcium: 329
2024-03-25,Raceway 2,0,0.08,1.43,2.3,NA,109,NA,NA,0,NA,"SJE,CS",Calcium:376
2024-03-29,Ocean,0,0.03,0.9,1.26,8.15,131,0.88,0.022,NA,NA,"CS, SJE",NA
2024-03-29,Mangroves,14,0.44,1,1.23,NA,NA,NA,NA,NA,NA,"CS, SJE",NA
2024-03-29,Raceway 1,0,0.06,1.2,1.73,7.99,96,0.3,0.012,NA,NA,"CS, SJE",NA
2024-03-29,Raceway 2,0,0.12,1.06,1.56,7.93,124,0.28,0.012,NA,NA,"CS, SJE",NA
2024-04-01,Raceway 1,0,0,0.93,1.2,NA,81,NA,NA,0,NA,SJE,Calcium: 348
2024-04-01,Raceway 2,0,0.04,0.8,1.03,NA,118,NA,NA,0,NA,SJE,Calcium: 356
2024-05-24,Ocean,0,0.12,1.1,1.53,8.01,122,0.87,0.016,NA,NA,"SJE,CS",NA
2024-04-05,Mangroves,0,0.47,0.93,0.76,NA,NA,NA,NA,NA,NA,"SJE,CS",NA
2024-04-05,Raceway 1,0,0.02,0.8,0.63,8.08,88,0.31,0.009,NA,NA,"SJE,CS",NA
2024-04-05,Raceway 2,0,0.05,1.2,2.06,7.91,150,0.29,0.012,NA,NA,"SJE,CS",NA
2024-04-12,Ocean,0,0.02,1,1.36,8.03,123,0.97,0.014,NA,NA,"SJE,CS",NA
2024-04-12,Mangroves,15,0.3,1.03,0.76,NA,NA,NA,NA,NA,NA,"SJE,CS",NA
2024-04-12,Raceway 1,0,0.01,1.1,1.53,7.74,111,0.24,0.027,NA,NA,"SJE,CS",NA
2024-04-12,Raceway 2,0,0.08,0.76,0.8,7.79,98,0.33,0.074,NA,NA,NA,NA
2024-04-15,Raceway 1,0,0.02,1.2,1.63,NA,95,NA,NA,0,NA,SJE,Calcium: 383
2024-04-15,Raceway 2,0,0.09,1.3,0.2,NA,101,NA,NA,0.03,NA,SJE,Calcium: 357
2024-04-19,Ocean,0,0.04,1.9,2.6,8.14,123,1.01,0.019,NA,NA,CS,NA
2024-04-19,Mangroves,14,0.28,1.16,1.36,NA,NA,NA,NA,NA,NA,CS,NA
2024-04-19,Raceway 1,0,0,1.53,1.83,7.97,102,0.45,0.018,NA,NA,CS,NA
2024-04-19,Raceway 2,0,0.04,1.4,2.5,7.9,93,0.33,0.011,NA,NA,NA,NA
2024-04-22,Raceway 1,0,0.01,1.47,1.83,NA,101,NA,NA,0.01,NA,"CS, SJE",Calcium: 314
2024-04-22,Raceway 2,0,0.06,1.3,1.47,NA,105,NA,NA,0.01,NA,"CS, SJE",Calcium: 324
2024-04-26,Ocean,0,0.01,1.1,1.76,7.97,123,0.87,0.001,NA,NA,"CS, SJE",NA
2024-04-26,Mangroves,14,0.27,1.3,1.6,NA,NA,NA,NA,NA,NA,"CS, SJE",NA
2024-04-26,Raceway 1,0,0.04,1.5,1.86,7.82,107,0.32,0.04,NA,NA,"CS, SJE",NA
2024-04-26,Raceway 2,0,0.02,1.33,1.9,7.84,99,0.24,0.03,NA,NA,NA,NA
2024-05-10,Ocean,0,0.14,1.2,1.8,8.24,125,1.06,0.01,NA,NA,"RG, LC",NA
2024-05-10,Mangroves,15,0.43,1.5,1.9,NA,NA,NA,NA,NA,NA,"RG, LC",NA
2024-05-10,Raceway 1,0,0.05,1.5,2,8,88,0.26,0,NA,NA,"RG, LC",NA
2024-05-10,Raceway 2,0,0.01,2.1,3,7.96,115,0.21,0.024,NA,NA,"RG, LC",NA
2024-05-13,Raceway 1,0,0.02,1.43,1.93,NA,82,NA,NA,0,NA,CS,Calcium: 349
2024-05-13,Raceway 2,0,0,1.8,2.53,NA,107,NA,NA,0.02,NA,CS,Calcium: 321
2024-05-17,Ocean,0,0.06,1.5,2.36,7.79,123,0.99,0.009,NA,NA,CS,NA
2024-05-17,Mangroves,13,0.27,1.3,1.56,NA,NA,NA,NA,NA,NA,CS,NA
2024-05-17,Raceway 1,0,0.04,1.46,2.26,7.49,74,0.22,0.004,NA,NA,CS,NA
2024-05-17,Raceway 2,0,0.05,1.4,1.8,7.61,112,0.1,0.005,NA,NA,CS,NA
2024-05-20,Raceway 1,0,0.02,1.4,2.1,NA,74,NA,NA,0.01,NA,CS,Calcium: 336
2024-05-20,Raceway 2,0,0.02,1.4,1.36,NA,107,NA,NA,0.01,NA,CS,Calcium: 300
2024-05-24,Ocean,0,0.19,1.2,1.6,8.2,111,0.9,0.002,NA,NA,"RG, LC",NA
2024-05-24,Mangroves,16,0.42,1.3,1.1,NA,NA,NA,NA,NA,NA,"RG, LC",NA
2024-05-24,Raceway 1,0,0.01,1.3,2.4,7.83,89,0.15,0.033,NA,NA,"RG, LC",NA
2024-05-24,Raceway 2,0,0,1.7,2.3,7.89,105,0.16,0.019,NA,NA,"RG, LC",NA
2024-05-31,Ocean,0,0.27,1.2,1.6,7.59,NA,0.66,0.009,NA,NA,"RG, SS",No Alkalinity - titrator broken
2024-05-31,Mangroves,13,0.4,1.3,1.4,NA,NA,NA,NA,NA,NA,"RG, SS",NA
2024-05-31,Raceway 1,0,0,1.6,2.3,7.88,NA,0.24,0.008,NA,NA,"RG, SS",No Alkalinity - titrator broken
2024-05-31,Raceway 2,0,0.16,1.5,2,7.81,NA,0.3,0.005,NA,NA,"RG, SS",No Alkalinity - titrator broken
2024-06-03,Raceway 1,0,0.05,1.9,2.8,NA,NA,NA,NA,0,NA,"CS,SS",Calcium: 357  No Alkalinity - titrator broken
2024-06-03,Raceway 2,0,0.04,1.5,2.1,NA,NA,NA,NA,0,NA,"CS,SS",Calcium: 355  No Alkalinity - titrator broken
2024-06-07,Ocean,0,0.2,1.4,2.36,8.15,NA,0.58,0,NA,NA,"CS,SS,CF,",No alkalinity - Titrator broken
2024-06-07,Mangroves,13,0.43,1.56,1.5,NA,NA,NA,NA,NA,NA,"CS,SS,CF",NA
2024-06-07,Raceway 1,0,0.06,1.63,2.86,7.79,NA,0.19,0,NA,NA,"CS,SS,CF",No Alkalinity - titrator broken
2024-06-07,Raceway 2,0,0.03,1.9,3.1,7.74,NA,0.14,0.004,NA,NA,"CS,SS,CF",No Alkalinity - titrator broken
2024-06-10,Raceway 1,0,0.05,1.5,2.57,NA,NA,NA,NA,0,NA,"CS, CF",No alkalinity- titrator broken
2024-06-10,Raceway 2,0,0.04,2.47,3.4,NA,NA,NA,NA,0,NA,"CS, CF",No alkalinity- titrator broken
2024-06-14,Ocean,0,0.16,1.3,2.1,8.28,NA,0.92,0.005,NA,NA,"CS, RG",No alkalinity- titrator broken
2024-06-14,Mangroves,17,0.71,1.5,1.8,NA,NA,NA,NA,NA,NA,"CS, RG",No alkalinity- titrator broken
2024-06-14,Raceway 1,0,0.1,1.4,2,8.02,NA,0.25,0.019,NA,NA,"CS, RG",No alkalinity- titrator broken
2024-06-14,Raceway 2,0,0.12,1.6,2.8,7.93,NA,0.29,0.013,NA,NA,"CS, RG",No alkalinity- titrator broken
2024-06-17,Raceway 1,0,0.25,1.56,2.43,NA,NA,NA,NA,0,NA,CS,No alkalinity- titrator broken
2024-06-17,Raceway 2,0,0.27,1.5,1.9,NA,NA,NA,NA,0.01,NA,CS,No alkalinity- titrator broken
2024-06-21,Ocean,2,0.35,1.73,2.93,8.17,106,0.56,0.004,NA,NA,"CS, CF",NA
2024-06-21,Mangroves,18,0.51,1.96,1.36,NA,NA,NA,NA,NA,NA,"CS, CF",NA
2024-06-21,Raceway 1,2,0.3,1.4,1.73,7.65,80,0.17,0.005,NA,NA,"CS, CF",NA
2024-06-21,Raceway 2,0,0.24,1.56,1.96,7.27,103,0.11,0.007,NA,NA,"CS, CF",NA
2024-06-24,Raceway 1,0,0.04,1.43,2.66,NA,80,NA,NA,0,NA,"CS, CF",NA
2024-06-24,Raceway 2,0,0.03,1.56,2.7,NA,106,NA,NA,0,NA,"CS, CF",NA
2024-06-28,Ocean,0,0,1.6,2.2,7.62,122,0.87,0.001,NA,NA,"CS, CF",NA
2024-06-28,Mangroves,14,0.42,1.23,1.8,NA,NA,NA,NA,NA,NA,"CS, CF",NA
2024-06-28,Raceway 1,0,0.17,1.37,2.03,7.43,88,0.24,0.002,NA,NA,"CS, CF",NA
2024-06-28,Raceway 2,0,0.18,1.27,1.7,7.55,112,0.21,0.004,NA,NA,"CS, CF",NA
2024-07-01,Raceway 1,0,0.05,1.33,1.86,NA,90,NA,NA,0,NA,"CS, CF",NA
2024-07-01,Raceway 2,0,0.03,1.26,1.7,NA,120,NA,NA,0.02,NA,"CS, CF",NA
2024-07-05,Ocean,0,0.07,1.6,3.26,8.05,117,0.6,0.001,NA,NA,"CF, LC",NA
2024-07-05,Mangroves,15,0.47,2.1,3.03,NA,NA,NA,NA,NA,NA,"CF, LC",NA
2024-07-05,Raceway 1,0,0.17,1.53,2.97,7.7,93,0.19,0.003,NA,NA,"CF, LC",NA
2024-07-05,Raceway 2,0,0.01,1.6,3.2,7.71,119,NA,NA,NA,NA,"CF, LC",NA
2024-07-08,Raceway 1,0,0.05,1.73,2.43,NA,91,NA,NA,0,NA,CS,NA
2024-07-08,Raceway 2,0,0.03,1.4,1.96,NA,136,NA,NA,0.01,NA,CS,NA
2024-07-12,Ocean,0,0.02,1.43,2.43,8.01,122,0.73,0.003,NA,NA,"CS, CF",NA
2024-07-12,Mangroves,19,0.32,2.16,2.66,NA,NA,NA,NA,NA,NA,"CS, CF",NA
2024-07-12,Raceway 1,0,0.04,1.5,2.26,7.6,90,0.22,0,NA,NA,"CS, CF",NA
2024-07-12,Raceway 2,0,0.01,1.6,2.3,7.81,120,0.31,0.007,NA,NA,"CS, CF",NA
2024-07-15,Raceway 1,0,0.01,1.4,1.7,NA,88,NA,NA,0.03,NA,"CS, CF",Calcium: 385
2024-07-15,Raceway 2,0,0,1.2,1.03,NA,102,NA,NA,0.06,NA,"CS, CF",Calcium: 370
2024-07-19,Ocean,0,0.09,1.43,2.2,8.01,123,0.6,0.008,NA,NA,"CS, CF",NA
2024-07-19,Mangroves,19,0.45,1.53,2.06,NA,NA,NA,NA,NA,NA,"CS, CF",NA
2024-07-19,Raceway 1,0,0.04,1.36,2.06,7.54,87,0.25,0.003,NA,NA,"CS, CF",NA
2024-07-19,Raceway 2,0,0.03,1.56,2.26,7.73,103,0.22,0.008,NA,NA,"CS, CF",NA
2024-07-22,Raceway 1,0,0.05,1.26,1.8,NA,81,NA,NA,0.01,NA,"CS, CF",Calcium: 348
2024-07-22,Raceway 2,0,0.02,1.36,1.93,NA,111,NA,NA,0.04,NA,"CS, CF",Calcium 362
2024-07-26,Ocean,0,0.07,1.3,1.8,8.17,116,0.76,0.021,NA,NA,"RG, LC",NA
2024-07-26,Mangroves,18,0.58,1.6,1.2,NA,NA,NA,NA,NA,NA,"RG, LC",NA
2024-07-26,Raceway 1,0,0.01,1.4,1.6,7.9,86,0.44,0.004,NA,NA,"RG, LC",NA
2024-07-26,Raceway 2,0,0.02,2,2.7,8.31,121,0.62,0.019,NA,NA,"RG, LC",NA
2024-08-02,Ocean,0,0.01,1.4,2.03,7.93,116,0.86,0.016,NA,NA,"CS, CF",NA
2024-08-02,Mangroves,17,0.32,1.9,2.1,NA,NA,NA,NA,NA,NA,"CS, CF",NA
2024-08-02,Raceway 1,0,0,1.03,1.13,7.7,130,0.29,0.015,NA,NA,"CS, CF",NA
2024-08-02,Raceway 2,0,0.02,1.46,2.23,7.61,108,0.22,0.054,NA,NA,"CS, CF",NA
2024-08-05,Raceway 1,0,0,1.3,1.9,NA,117,NA,NA,0.01,NA,CS,Calcium: 362
2024-08-05,Raceway 2,0,0.02,1.63,2.5,NA,112,NA,NA,0.01,NA,CS,Calcium: 309
2024-08-05,Ocean,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,CS,NA
2024-08-09,Ocean,0,0.05,1.13,1.83,7.96,119,0.85,0.033,NA,NA,"CS, CF",NA
